algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 512, ef:80)",100,0.668136,0.7277589999999999,0.994307,1.0276403770921039,1474.5475815445866,0.6611347198486328,0.8256554603576658,1.2671995162963867,2.041396856307995,0.0,2073.9182991981506,100.0,0.0006103515625,4.1392463026568295e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 256, ef:200)",100,0.486228,0.532522,0.885267,1.0694060849950282,1470.5375627799351,0.644683837890625,0.8781075477600095,1.2540841102600098,2.0442283153533993,0.0,755.1516923904419,100.0,0.000553131103515625,3.7614211123582203e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 512, ef:10)",100,0.7120529999999999,0.774432,0.999284,1.0217525773698997,1326.8913221270077,0.7481575012207031,0.9033679962158203,1.0454678535461426,1.7140052318573027,0.0,2803.169775724411,100.0,0.000553131103515625,4.1686240183480546e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 512, ef:20)",100,0.668136,0.7277589999999999,0.994307,1.0276403770921039,1476.06502126555,0.6744861602783203,0.9771943092346169,14.517939090728763,16.442830085754405,0.0,2073.9182991981506,100.0,0.0006103515625,4.1349910316057497e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:400)",100,0.853739,0.9120699999999999,0.999997,1.0090551174575473,516.9528143550917,1.9085407257080078,2.5637269020080566,3.814182281494145,4.424346685409549,0.0,813.4438216686249,100.0,0.000553131103515625,1.0699837357606156e-06,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 256, ef:40)",100,0.7966880000000001,0.86078,0.9999819999999999,1.0129646800264194,926.5176735126514,1.0879039764404297,1.3418197631835938,1.7335724830627448,2.020601511001588,0.0,2541.318247318268,100.0,0.000553131103515625,5.97000056586694e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 128, ef:40)",100,0.5634429999999999,0.615547,0.9422929999999999,1.0488930181116696,1009.6629828434246,0.9675025939941406,1.2207150459289549,1.7059040069580083,2.1031002998352073,0.0,624.999312877655,100.0,0.000553131103515625,5.478373605001253e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 512, ef:80)",100,0.37863399999999997,0.41194899999999995,0.7671009999999999,1.1062074737395813,1517.4878705645551,0.6401538848876953,0.8361339569091797,1.2734007835388186,1.6455683708190925,0.0,1474.6490397453308,100.0,0.000553131103515625,3.645044644144946e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 128, ef:200)",100,0.851708,0.911267,0.9999750000000001,1.0088635065640568,597.0409385099379,1.6895532608032227,2.162933349609375,2.7633476257324237,3.629981756210339,0.0,1268.192895412445,100.0,0.0006103515625,1.0222943237749862e-06,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 256, ef:200)",100,0.8756780000000001,0.9338960000000001,1.0,1.0070407753728547,546.8733783393757,1.8320083618164062,2.4516701698303223,3.1910371780395517,5.343931198120121,0.0,2541.318247318268,100.0,0.000553131103515625,1.011442731396528e-06,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:1, ef_construction: 256, ef:120)",100,0.0,0.0,0.0,inf,12521.842971826403,0.0762939453125,0.08821487426757812,0.10705232620239263,0.7968049049377461,0.0,21.194013357162476,0.0,0.000553131103515625,4.417329819261795e-08,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 128, ef:10)",100,0.6537959999999999,0.712172,0.987829,1.0306157036959316,1008.1784168587712,0.9918212890625,1.227152347564697,1.4188909530639662,1.8487038612365736,0.0,727.2180428504944,100.0,0.000553131103515625,5.486440636559564e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 512, ef:40)",100,0.830461,0.89452,1.0,1.010029991962263,779.3151382940708,1.3012886047363281,1.6052722930908203,1.979386806488038,2.5388391017914143,0.0,5273.265725135803,100.0,0.000614166259765625,7.880846009356901e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 256, ef:20)",100,0.7966880000000001,0.86078,0.9999819999999999,1.0129646800264194,931.0884849773191,1.084446907043457,1.3289451599121094,1.619029045104984,1.9726788997650153,0.0,2541.318247318268,100.0,0.000553131103515625,5.940693204138369e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 256, ef:80)",100,0.36267200000000005,0.394779,0.746189,1.112358614496394,1665.9459609319103,0.5719661712646484,0.7538795471191406,1.2083077430725098,1.7648108005523755,0.0,755.1516923904419,100.0,0.000553131103515625,3.3202223630723896e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:20)",100,0.698241,0.759199,0.9965609999999999,1.0240734756245948,1180.1408784620091,0.8437633514404297,1.053345203399658,1.3239455223083498,1.854907035827639,0.0,813.4438216686249,100.0,0.000553131103515625,4.686992151619052e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 512, ef:120)",100,0.7378669999999999,0.800527,0.999693,1.0190245579912425,1183.0096031191733,0.8299350738525391,1.0149598121643064,1.4696311950683598,3.3502776622772257,0.0,2803.169775724411,100.0,0.000553131103515625,4.6756264873693e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 256, ef:400)",100,0.8308679999999999,0.890287,1.0,1.0108839890629793,606.1868080880561,1.6360282897949219,2.0061254501342765,2.8556609153747585,3.9246084690093994,0.0,1277.9032866954803,100.0,0.0006103515625,1.0068704141303896e-06,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 512, ef:120)",100,0.411636,0.44872999999999996,0.8057099999999999,1.0940305943862985,1625.727706547417,0.5866289138793945,0.7825255393981928,1.2111711502075195,1.748113393783575,0.0,1474.6490397453308,100.0,0.000553131103515625,3.4023600710497703e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 512, ef:200)",100,0.80094,0.8624809999999999,0.9998319999999999,1.0131104276126224,855.0514209694255,1.1582374572753906,1.3845086097717283,1.926996707916262,3.6101994514465465,0.0,2803.169775724411,100.0,0.000553131103515625,6.468980577665206e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 512, ef:80)",100,0.586986,0.64075,0.961827,1.0423437281910755,1382.6088782438726,0.7193088531494141,0.9291172027587891,1.4012122154235847,1.794603824615484,0.0,1837.0395905971527,100.0,0.0006103515625,4.4144918501842766e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 128, ef:20)",100,0.7881870000000001,0.851947,0.999875,1.013924234521151,890.7554084143526,1.127004623413086,1.4624595642089844,1.762897968292237,2.0966701507568395,0.0,1279.1507077217102,100.0,0.0006103515625,6.852066871942952e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 256, ef:80)",100,0.709311,0.771381,0.9989790000000001,1.0222111591621075,1148.9839556869501,0.8552074432373047,1.071929931640625,1.4958739280700692,1.8067455291748067,0.0,1515.18204164505,100.0,0.000553131103515625,4.814089011233591e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 512, ef:10)",100,0.8050039999999999,0.869512,0.9999850000000001,1.0121490349109072,894.1282818221099,1.1333227157592773,1.3532757759094236,1.5325856208801276,2.068559408187874,0.0,4550.909634590149,100.0,0.0006103515625,6.826219178037718e-07,glove-100-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 128, ef:400)",100,0.889493,0.94494,1.0,1.006349610193825,419.5461024241265,2.3949146270751953,3.204548358917233,4.313333034515383,5.077159643173225,0.0,1065.159511089325,100.0,0.000553131103515625,1.3184036279199064e-06,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:8192, nprobe:200",100,0.898206,0.952892,1.0,1.0061286520916173,220.22682107042817,4.499316215515137,5.651497840881348,6.197218894958496,7.731137037277257,0.0,932.4063289165497,100.0,0.007526397705078125,3.417566338421239e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:1024, nprobe:200",100,0.9845929999999999,0.9997799999999999,1.0,1.0012890864110557,63.05096966948796,15.745997428894043,17.88846254348755,19.677550792694095,22.276243686676043,0.0,107.57328462600708,100.0,0.00630950927734375,0.00010006998005610514,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:1024, nprobe:100",100,0.9478369999999999,0.988945,1.0,1.0033201893574628,102.5371318985137,9.685516357421875,11.223721504211424,12.523212432861328,14.767716169357312,0.0,107.57328462600708,100.0,0.00630950927734375,6.15338966530544e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:8192, nprobe:100",100,0.8358490000000001,0.896742,1.0,1.0106732418927458,305.32664733425656,3.3426284790039062,4.210948944091797,4.695415496826172,7.009680271148717,0.0,932.4063289165497,100.0,0.007526397705078125,2.4650313920483317e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:4096, nprobe:100",100,0.873264,0.9303400000000001,1.0,1.007949218271926,224.9273492808815,4.36854362487793,5.731594562530518,6.45024061203003,7.949652194976819,0.0,303.64063715934753,100.0,0.00646209716796875,2.8729708453101924e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:2048, nprobe:200",100,0.959384,0.9944419999999999,1.0,1.0026186829361368,100.3704939104222,9.899616241455078,11.356401443481445,12.960081100463874,15.771381139755295,0.0,177.34627604484558,100.0,0.006496429443359375,6.47244941243116e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:4096, nprobe:200",100,0.9285429999999999,0.976065,1.0,1.0042900468328368,152.97554475087347,6.379127502441406,8.240938186645508,9.286646842956545,11.510153055191045,0.0,303.64063715934753,100.0,0.00646209716796875,4.224268119778571e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:4096, nprobe:50",100,0.803972,0.8650629999999999,1.0,1.013645322675896,293.05518017035274,3.5216808319091797,4.376721382141112,4.81822967529297,6.730590820312507,0.0,303.64063715934753,100.0,0.00646209716796875,2.2050786354338928e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:1024, nprobe:50",100,0.894114,0.948752,1.0,1.0067147425066447,166.93565677552252,5.789995193481445,7.942950725555418,8.903539180755615,9.889709472656271,0.0,107.57328462600708,100.0,0.00630950927734375,3.779605507425003e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:8192, nprobe:50",100,0.760437,0.8225149999999999,1.0,1.017510124484954,372.75160049171564,2.7855634689331055,3.4802317619323726,3.8139891624450684,5.3519768714905185,0.0,932.4063289165497,100.0,0.007526397705078125,2.019145644217133e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:2048, nprobe:50",100,0.8509739999999999,0.9097270000000001,1.0,1.0098571400060676,232.95521787754276,4.75466251373291,5.9416770935058585,6.473338603973389,7.637031078338625,0.0,177.34627604484558,100.0,0.006496429443359375,2.788703126097971e-05,glove-100-angular
milvus-ivfflat,"MilvusIVFFLAT metric:angular, nlist:2048, nprobe:100",100,0.9121779999999999,0.963684,1.0,1.0054215536847566,156.20470661839713,6.488680839538574,8.584117889404295,9.516816139221195,10.77282333374026,0.0,177.34627604484558,100.0,0.006496429443359375,4.1589204217962105e-05,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:2048, nprobe:200",100,0.279799,0.303443,0.612069,inf,1567.1219671671765,0.6058216094970703,0.968265533447265,1.2049746513366701,2.0744812488555913,0.0,114.91108083724976,99.7597,0.4835205078125,0.0003085404441662831,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:2048, nprobe:50",100,0.279799,0.303443,0.612069,inf,1569.5933206782038,0.6048679351806641,0.9536862373352049,1.173262596130371,1.4727513790130697,0.0,114.91108083724976,99.7597,0.4835205078125,0.0003080546415701974,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:2048, nprobe:100",100,0.279799,0.303443,0.612069,inf,1537.412478947791,0.6197690963745117,0.9834766387939453,1.1987709999084473,1.470574378967287,0.0,114.91108083724976,99.7597,0.4835205078125,0.0003145027859689435,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:1024, nprobe:200",100,0.313723,0.341712,0.677868,inf,1154.3140848118276,0.8088350296020508,1.4820218086242674,1.9240403175354004,2.476932048797608,0.0,47.40373253822327,99.9783,0.479339599609375,0.00041525924868838045,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:1024, nprobe:50",100,0.313723,0.341712,0.677868,inf,1158.091949591254,0.8085966110229492,1.4603734016418448,1.906404495239258,2.476460456848146,0.0,47.40373253822327,99.9783,0.479339599609375,0.00041390461247792703,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:1024, nprobe:100",100,0.313723,0.341712,0.677868,inf,1155.9874015876505,0.8077621459960938,1.482737064361572,1.9214391708374028,2.485753059387207,0.0,47.40373253822327,99.9783,0.479339599609375,0.00041465815194096647,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:4096, nprobe:100",100,0.23288499999999998,0.251344,0.516843,inf,1767.736436366775,0.5514621734619141,0.7179021835327145,0.8752417564392091,1.4541718959808465,0.0,378.62558484077454,98.7264,0.49176788330078125,0.0002781907263910398,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:4096, nprobe:200",100,0.23288499999999998,0.251344,0.516843,inf,1757.7446108434756,0.5540847778320312,0.7193088531494141,0.9083843231201174,1.5890917778015201,0.0,378.62558484077454,98.7264,0.49176788330078125,0.0002797720899083288,glove-100-angular
pgvector-ivfflat,"PGVectorIVFFLAT metric:angular nlist:4096, nprobe:50",100,0.23288499999999998,0.251344,0.516843,inf,1694.072380034724,0.5772113800048828,0.7424354553222656,0.8595252037048345,1.3571054935455378,0.0,378.62558484077454,98.7264,0.49176788330078125,0.0002902874098512257,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:512, ef:120",100,0.33718899999999996,0.34708300000000003,0.396867,inf,758.4568500072766,1.241922378540039,1.9095420837402337,2.3713350296020512,2.906106233596806,0.0,4028.9539861679077,40.0,0.7524948120117188,0.000992139252225752,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:128, ef:80",100,0.048643,0.052008,0.10586999999999999,inf,1998.0645807317264,0.4754066467285156,0.6520748138427734,0.8468842506408696,1.257431268692019,0.0,332.08765292167664,40.0,0.6021347045898438,0.0003013589802834758,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:128, ef:80",100,0.326327,0.33617199999999997,0.391297,inf,759.78753793477,1.2440681457519531,1.9359707832336424,2.3949241638183594,3.1223948001861705,0.0,1055.0479187965393,40.0,0.7524948120117188,0.0009904016247188339,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:128, ef:80",100,0.170349,0.178562,0.26681,inf,1228.879577153087,0.7643699645996094,1.1529922485351562,1.458194255828858,1.824389696121218,0.0,557.4180438518524,40.0,0.6444015502929688,0.0005243813651666641,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:256, ef:120",100,0.369881,0.37819699999999995,0.39984200000000003,inf,399.997783673169,2.4558305740356445,3.54872941970825,4.244120121002198,5.052813291549684,0.0,4214.865315198898,40.0,0.9040679931640625,0.0022601825061679846,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:128, ef:400",100,0.36563,0.37389000000000006,0.399042,inf,442.68123120970733,2.187967300415039,3.4155964851379395,4.18242692947388,5.2383317947387775,0.0,2304.4461607933044,40.0,0.9040679931640625,0.002042255079786264,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:256, ef:80",100,0.171724,0.179448,0.263464,inf,1319.9494993839107,0.7109642028808594,1.0914802551269531,1.360182762145996,1.6725287437439011,0.0,951.1299183368683,40.0,0.6443405151367188,0.0004881554297626281,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:512, ef:120",100,0.18603999999999998,0.194116,0.279912,inf,1368.2111195729194,0.6814002990722656,1.055014133453369,1.352109909057618,1.8124778270721476,0.0,1770.5145885944366,40.0,0.6443862915039062,0.00047096992729093475,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:128, ef:40",100,0.326327,0.33617199999999997,0.391297,inf,761.1981988314295,1.2400150299072266,1.9090771675109854,2.332022190093995,2.7616169452667267,0.0,1055.0479187965393,40.0,0.7524948120117188,0.0009885662015056368,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:512, ef:120",100,0.063002,0.066967,0.127393,inf,2089.8295507286794,0.4544258117675781,0.6284952163696286,0.8266735076904314,1.3017680644989018,0.0,1195.492696762085,40.0,0.6021499633789062,0.00028813352896122523,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:256, ef:40",100,0.171724,0.179448,0.263464,inf,1235.0830508121217,0.7551908493041992,1.1501312255859375,1.4035725593566895,1.754767179489137,0.0,951.1299183368683,40.0,0.6443405151367188,0.0005216981276789739,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:256, ef:40",100,0.33464799999999995,0.344417,0.395576,inf,759.1931646724116,1.247406005859375,1.8773078918457031,2.3024201393127446,2.7175238132476864,0.0,2132.238746404648,40.0,0.7524948120117188,0.0009911770113689273,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:16, ef_construction:128, ef:400",100,0.3469,0.35609900000000005,0.39678199999999997,inf,626.930073007098,1.5102624893188477,2.4302244186401363,3.1576704978942884,4.200734615325936,0.0,1532.5031027793884,40.0,0.8208770751953125,0.0013093598641040444,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:256, ef:200",100,0.33464799999999995,0.344417,0.395576,inf,704.8211194003277,1.3387203216552734,2.086925506591796,2.568268775939942,3.2167680263519336,0.0,2132.238746404648,40.0,0.7524948120117188,0.001067639421264721,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:128, ef:400",100,0.326327,0.33617199999999997,0.391297,inf,750.9675033325573,1.2440681457519531,1.9974827766418455,2.6126503944396986,3.7098166942596484,0.0,1055.0479187965393,40.0,0.7524948120117188,0.0010020337879766885,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:128, ef:80",100,0.287547,0.297286,0.37151,inf,754.5452434110838,1.239776611328125,1.9591093063354488,2.289576530456544,2.8193044662475595,0.0,881.9723560810089,40.0,0.6945953369140625,0.0009205482944587857,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:128, ef:120",100,0.048643,0.052008,0.10586999999999999,inf,2076.1669350869156,0.45752525329589844,0.6296634674072266,0.8473491668701174,1.2252397537231459,0.0,332.08765292167664,40.0,0.6021347045898438,0.00029002229753969,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:128, ef:400",100,0.048643,0.052008,0.10586999999999999,inf,2073.669558552001,0.4544258117675781,0.6341934204101562,1.0111355781555176,1.5843191146850641,0.0,332.08765292167664,40.0,0.6021347045898438,0.00029037157926468357,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:128, ef:200",100,0.36563,0.37389000000000006,0.399042,inf,445.0410811902155,2.179861068725586,3.3415555953979474,4.084122180938722,4.96793007850647,0.0,2304.4461607933044,40.0,0.9040679931640625,0.0020314259320650305,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:256, ef:400",100,0.33464799999999995,0.344417,0.395576,inf,704.2326806870227,1.3363361358642578,2.1326661109924316,2.6832389831542987,3.5348141193389933,0.0,2132.238746404648,40.0,0.7524948120117188,0.001068531513302696,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:512, ef:200",100,0.18603999999999998,0.194116,0.279912,inf,1364.4490619669696,0.6816387176513672,1.0714530944824219,1.3795113563537602,1.8551471233367944,0.0,1770.5145885944366,40.0,0.6443862915039062,0.00047226848510927076,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:512, ef:40",100,0.33718899999999996,0.34708300000000003,0.396867,inf,753.3521922360846,1.2526512145996094,1.8619418144226054,2.2404479980468754,2.654082775115968,0.0,4028.9539861679077,40.0,0.7524948120117188,0.0009988619131487213,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:16, ef_construction:512, ef:200",100,0.35416899999999996,0.36385599999999996,0.399502,inf,608.972880079339,1.5635490417480469,2.356541156768799,2.9605484008789085,4.213855981826792,0.0,4846.193328380585,40.0,0.8208770751953125,0.0013479698391303829,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:256, ef:80",100,0.290521,0.300315,0.374099,inf,882.9088208849511,1.0595321655273438,1.6808509826660156,2.0251941680908216,2.6559863090515146,0.0,1494.0264236927032,40.0,0.6945953369140625,0.0007867124220345431,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:12, ef_construction:512, ef:400",100,0.33718899999999996,0.34708300000000003,0.396867,inf,753.6184043202454,1.2431144714355469,1.932871341705322,2.7230548858642596,3.4244310855865527,0.0,4028.9539861679077,40.0,0.7524948120117188,0.0009985090699721696,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:36, ef_construction:128, ef:40",100,0.379759,0.38666200000000006,0.399867,inf,291.0316648088896,3.4182071685791016,4.9796342849731445,5.978379249572755,7.1177949905395606,0.0,3575.999843120575,40.0,1.12872314453125,0.0038783516744559164,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:512, ef:40",100,0.18603999999999998,0.194116,0.279912,inf,1292.4331612586695,0.7176399230957031,1.1022448539733882,1.343755722045899,1.6992149353027355,0.0,1770.5145885944366,40.0,0.6443862915039062,0.0004985838423368478,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:256, ef:80",100,0.369881,0.37819699999999995,0.39984200000000003,inf,402.2261498283739,2.4480819702148438,3.4988045692443848,4.179532527923585,4.893403291702291,0.0,4214.865315198898,40.0,0.9040679931640625,0.0022476609080484197,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:256, ef:40",100,0.054112,0.057784,0.113894,inf,2038.905466150473,0.4611015319824219,0.6341934204101562,0.7741761207580573,1.1568179130554221,0.0,622.9078834056854,40.0,0.6021270751953125,0.00029531878019442955,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:128, ef:120",100,0.36563,0.37389000000000006,0.399042,inf,442.2308497028074,2.2020339965820312,3.3384084701538077,4.035475254058839,4.907859563827517,0.0,2304.4461607933044,40.0,0.9040679931640625,0.0020443349752094944,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:256, ef:40",100,0.290521,0.300315,0.374099,inf,875.3991188371068,1.0650157928466797,1.66633129119873,1.9867491722106936,2.432830095291139,0.0,1494.0264236927032,40.0,0.6945953369140625,0.0007934613160643494,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:36, ef_construction:128, ef:80",100,0.379759,0.38666200000000006,0.399867,inf,292.8393594267478,3.386974334716797,4.970109462738036,5.955467224121094,6.940608739852906,0.0,3575.999843120575,40.0,1.12872314453125,0.003854410645962344,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:128, ef:80",100,0.36563,0.37389000000000006,0.399042,inf,444.0175569644404,2.206087112426758,3.319764137268066,4.036674499511719,4.832285165786747,0.0,2304.4461607933044,40.0,0.9040679931640625,0.002036108660533137,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:16, ef_construction:256, ef:200",100,0.351672,0.361128,0.398615,inf,574.6501368675217,1.722097396850586,2.6445508003234863,3.282566070556641,4.272813081741356,0.0,2835.018628835678,40.0,0.8208770751953125,0.001428481475128501,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:16, ef_construction:128, ef:120",100,0.3469,0.35609900000000005,0.39678199999999997,inf,632.3753019226208,1.5050172805786133,2.37206220626831,2.873921394348145,3.6707355976104825,0.0,1532.5031027793884,40.0,0.8208770751953125,0.0012980852868535295,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:16, ef_construction:256, ef:400",100,0.351672,0.361128,0.398615,inf,612.8171244870695,1.5484094619750977,2.392613887786864,2.9552483558654794,5.292463779449473,0.0,2835.018628835678,40.0,0.8208770751953125,0.0013395139306565398,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:256, ef:400",100,0.290521,0.300315,0.374099,inf,867.5914554351463,1.067042350769043,1.7418980598449705,2.256407737731934,2.947585582733158,0.0,1494.0264236927032,40.0,0.6945953369140625,0.0008006018645788571,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:24, ef_construction:256, ef:400",100,0.369881,0.37819699999999995,0.39984200000000003,inf,396.95143331338215,2.463817596435547,3.6110997200012207,4.357588291168214,5.363508939743051,0.0,4214.865315198898,40.0,0.9040679931640625,0.002277527972673488,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:256, ef:200",100,0.171724,0.179448,0.263464,inf,1368.2214296420946,0.6814002990722656,1.0638356208801267,1.3485097885131838,2.079486846923828,0.0,951.1299183368683,40.0,0.6443405151367188,0.00047093292151203055,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:4, ef_construction:128, ef:120",100,0.170349,0.178562,0.26681,inf,1224.00898498722,0.7660388946533203,1.1639595031738281,1.474621295928955,1.8348844051361115,0.0,557.4180438518524,40.0,0.6444015502929688,0.0005264679901836644,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:512, ef:80",100,0.063002,0.066967,0.127393,inf,2043.4254409367154,0.4665851593017578,0.6427764892578125,0.7772493362426759,1.2106988430023213,0.0,1195.492696762085,40.0,0.6021499633789062,0.00029467674783518306,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:512, ef:80",100,0.30025999999999997,0.310544,0.38181,inf,941.4450807953401,0.9970664978027344,1.5657067298889158,1.8761324882507329,2.3763513565063543,0.0,2656.889098882675,40.0,0.6946029663085938,0.0007378050833531232,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:2, ef_construction:256, ef:200",100,0.054112,0.057784,0.113894,inf,2087.07871458406,0.4532337188720703,0.6287336349487301,0.9054684638977093,1.6088564395904557,0.0,622.9078834056854,40.0,0.6021270751953125,0.00028850233150660645,glove-100-angular
pgvector-hnsw,"PGVectorHSNW metric:angular, M:8, ef_construction:512, ef:200",100,0.30025999999999997,0.310544,0.38181,inf,995.3456369609171,0.933527946472168,1.5053987503051753,1.9462347030639653,2.552038669586183,0.0,2656.889098882675,40.0,0.6946029663085938,0.0006978510182949321,glove-100-angular
